Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre_new;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt
1988;Guess How Much I Love You;Sam McBratney, Anita Jeram;en-US;Excellent;4,36;104.690;Childrenís Picture Book;738,53 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2001;The Fiery Cross;Diana Gabaldon;eng;Excellent;4,26;103.552;Historical Fiction / Romance;1.141,14 Ä;684.684,00 Ä;Penguin;Nein
1978;Night Shift;Stephen King, John D, MacDonald;en-GB;Intermediate;3,96;104.248;Horror / Short Stories;244,53 Ä;146.718,00 Ä;Amazon Digital Services,  Inc,;Ja
1974;Jaws;Peter Benchley;eng;Intermediate;3,96;102.574;Thriller / Adventure;1.227,54 Ä;736.524,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2005;The History of Love;Nicole Krauss;eng;Intermediate;3,91;98.379;Literary Fiction;977,55 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1945;Pippi L√É¬•ngstrump;Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn;eng;Excellent;4,11;123.065;Childrenís / Middle Grade;977,55 Ä;586,53 Ä;Amazon Digital Services,  Inc,;Ja
2006;The Elegance of the Hedgehog;Muriel Barbery, Alison Anderson;eng;Intermediate;3,73;195.000;Literary Fiction / Philosophical;1.698,57 Ä;1.019.142,00 Ä;Hachette;Nein
2005;Team of Rivals: The Political Genius of Abraham Lincoln;Doris Kearns Goodwin, Suzanne Toren;eng;Excellent;4,3;102.923;Biography / History;726,57 Ä;435.942,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Dead in the Family;Charlaine Harris;en-US;Intermediate;3,88;127.379;Mystery / Urban Fantasy;1.494,45 Ä;896,67 Ä;Amazon Digital Services,  Inc,;Nein
1947;La peste;Albert Camus, Stuart Gilbert;en-US;Intermediate;3,97;95.803;Philosophical Fiction / Absurdist;965,58 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1999;The Reptile Room;Lemony Snicket, Brett Helquist;eng;Intermediate;3,95;130.213;Young Adult / Mystery;1.202,59 Ä;721.554,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2012;Brain on Fire;Susannah Cahalan;eng;Intermediate;4;92.849;Memoir / Biography;2.566,65 Ä;1.539,99 Ä;Hachette;Ja
2007;Wicked Lovely ;Melissa Marr;en-US;Intermediate;3,69;131.034;Young Adult / Fantasy;1.197,60 Ä;718,56 Ä;Simon and Schuster Digital Sales Inc;Ja
1941;Curious George;H,A, Rey;en-CA;Excellent;4,13;105.473;Childrenís Picture Book;236,61 Ä;141.966,00 Ä;Amazon Digital Services,  Inc,;Ja
1979;Die unendliche Geschichte;Michael Ende, Ralph Manheim, Roswitha Quadflieg;eng;Excellent;4,17;109.110;Fantasy / Classic;953,61 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1998;A Beautiful Mind;Sylvia Nasar;en-GB;Excellent;4,12;98.276;Biography / Memoir;1.544,62 Ä;926.772,00 Ä;Random;Ja
1906;The Jungle;Upton Sinclair, Earl Lee, Kathleen DeGrave;eng;Intermediate;3,72;97.468;Social Criticism / Historical Fiction;1.419,63 Ä;851.778,00 Ä;Random;Nein
2008;The Summoning;Kelley Armstrong;en-US;Excellent;4,03;132.285;Fantasy / Paranormal;471,63 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1985;The Man Who Mistook His Wife for a Hat and Other Clinical Tales;Oliver Sacks;en-US;Excellent;4,04;102.419;Medical Non-Fiction / Neurology;1.182,63 Ä;709.578,00 Ä;Random;Nein
1978;Storm Island;Ken Follett;en-US;Excellent;4,16;93.475;Historical Fiction / Thriller;708,63 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;The Blind Assassin;Margaret Atwood;eng;Intermediate;3,95;98.464;Literary Fiction;1.885,64 Ä;1.131.384,00 Ä;Harper;Nein
2014;Hollow City;Ransom Riggs;eng;Excellent;4,07;73.149;Young Adult / Fantasy;1.642,65 Ä;985,59 Ä;Penguin;Nein
1999;House of Sand and Fog;Andre Dubus III;eng;Intermediate;3,83;55.381;Literary Fiction / Drama;933,66 Ä;560.196,00 Ä;Amazon Digital Services,  Inc,;Ja
2014;The Girl with All the Gifts;M,R, Carey;eng;Intermediate;3,93;99.729;Horror / Post-Apocalyptic;463,67 Ä;278.202,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1930;As I Lay Dying;William Faulkner;eng;Intermediate;3,72;103.547;Southern Gothic / Literary Fiction;461,68 Ä;277.008,00 Ä;Harper;Nein
1955;Harold and the Purple Crayon;Crockett Johnson;eng;Excellent;4,24;107.221;Childrenís Picture Book;925,68 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;Lover Eternal (Black Dagger Brotherhood, #2);J,R, Ward;eng;Excellent;4,35;137.558;Paranormal Romance;2.460,15 Ä;1.476,09 Ä;Random;Nein
1953;Foundation;Isaac Asimov;eng;Excellent;4,23;579.000;Science Fiction;690,69 Ä;414.414,00 Ä;Harper;Nein
2001;Fool Moon ;Jim Butcher;eng;Excellent;4,04;111.371;Fiction / Urban Fantasy;687,70 Ä;412,62 Ä;Macmillan;Ja
2011;David and Goliath;Malcolm Gladwell;eng;Intermediate;3,9;90.083;Non-Fiction / Psychology / Sociology;2.509,30 Ä;1.505,58 Ä;Random;Nein
1989;Guards! Guards!;Terry Pratchett;eng;Excellent;4,32;108.652;Fantasy;1.142,71 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;The Year of Magical Thinking;Joan Didion;eng;Intermediate;3,86;94.590;Memoir/Biography;909,72 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2003;We Need to Talk About Kevin;Lionel Shriver;eng;Excellent;4,07;101.343;Psychological Thriller / Drama;5.902,92 Ä;3.541.752,00 Ä;Harper;Ja
1973;Rendezvous with Rama;Arthur C, Clarke;eng;Excellent;4,06;93.151;Science Fiction;1.468,69 Ä;881.214,00 Ä;Amazon Digital Services,  Inc,;Ja
1988;The Queen of the Damned;Anne Rice;eng;Intermediate;3,86;110.693;Horror / Vampire Novel;223,74 Ä;134.244,00 Ä;Amazon Digital Services,  Inc,;Ja
1920;The Age of Innocence;Edith Wharton, Maureen Howard;eng;Intermediate;3,93;102.646;Historical Fiction / Classic;1.188,76 Ä;713.256,00 Ä;Amazon Digital Services,  Inc,;Ja
1976;The Selfish Gene;Richard Dawkins;eng;Excellent;4,11;96.564;Non-Fiction / Science;897,75 Ä;538,65 Ä;Amazon Digital Services,  Inc,;Nein
2001;Year of Wonders: A Novel of the Plague;Geraldine Brooks;eng;Intermediate;4;104.283;Historical Fiction;221,76 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1992;The Black Echo;Michael Connelly;eng;Excellent;4,08;98.591;Crime / Thriller;1.274,56 Ä;764.736,00 Ä;Amazon Digital Services,  Inc,;Nein
1938;Anthem;Ayn Rand;eng;Intermediate;3,62;95.620;Dystopian / Science Fiction;1.112,77 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Gabriel's Inferno;Sylvain Reynard;eng;Excellent;4,02;119.633;Romance / Erotica;1.781,77 Ä;1.069.062,00 Ä;Penguin;Nein
1978;Cloudy with a Chance of Meatballs;Judi Barrett, Ron Barrett;eng;Excellent;4,15;104.677;Children's Picture Book;1.662,78 Ä;997.668,00 Ä;Penguin;Ja
2010;Major Pettigrew's Last Stand;Helen Simonson;eng;Intermediate;3,87;97.745;Contemporary Fiction / Romance;660,79 Ä;396.474,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2009;Vision in White;Nora Roberts;eng;Excellent;4,1;103.933;Romance / Contemporary;437,80 Ä;262,68 Ä;Random;Nein
2006;The Tenth Circle;Jodi Picoult;eng;Novice;3,48;99.170;Drama / Psychological Thriller;3.955,60 Ä;2.373,36 Ä;Amazon Digital Services,  Inc,;Nein
2011;The Throne of Fire;Rick Riordan;eng;Excellent;4,2;116.360;Fantasy / Young Adult;2.067,36 Ä;1.240.416,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;Old Man's War;John Scalzi;eng;Excellent;4,23;97.653;Science Fiction;1.311,81 Ä;787.086,00 Ä;Macmillan;Nein
1992;Gerald's Game;Stephen King;eng;Famous;3,47;100.158;Horror / Psychological Thriller;433,82 Ä;260.292,00 Ä;Amazon Digital Services,  Inc,;Ja
1996;Two for the Dough;Janet Evanovich;eng;Excellent;4,11;116.171;Cozy Crime / Crime;2.177,82 Ä;1.306.692,00 Ä;Amazon Digital Services,  Inc,;Nein
1931;The Joy of Cooking;Irma S, Rombauer, Marion Rombauer Becker, Ethan Becker;en;Excellent;4,14;102.348;Cookbook / Non-Fiction;1.864,03 Ä;1.118.418,00 Ä;Hachette;Nein
1974;The Forever War;Joe Haldeman;eng;Excellent;4,15;87.636;Science Fiction / Military SF;214,83 Ä;128.898,00 Ä;Amazon Digital Services,  Inc,;Nein
1994;Insomnia;Stephen King, Bettina Blanch Tyroller;spa;Intermediate;3,79;100.972;Horror / Mystery;2.311,05 Ä;1.386,63 Ä;Random;Ja
2003;Reading Lolita in Tehran: A Memoir in Books;Azar Nafisi;eng;Intermediate;3,57;94.696;Memoir / Literary Criticism;1.072,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;The Blade Itself;Joe Abercrombie;eng;Excellent;4,14;97.501;Fantasy / Dark Fantasy;1.717,85 Ä;1.030,71 Ä;Random;Nein
2002;The Arctic Incident;Eoin Colfer;eng;Intermediate;3,94;108.031;Young Adult / Fantasy / Adventure;642,85 Ä;385,71 Ä;Amazon Digital Services,  Inc,;Ja
1993;The Shipping News;Annie Proulx;eng;Intermediate;3,83;103.151;Contemporary Fiction / Drama;1.281,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2015;All the Bright Places;Jennifer Niven,;eng;Excellent;4,19;613.419;Young Adult / Contemporary Fiction;423,87 Ä;254.322,00 Ä;Harper;Ja
1997;Dear† Dead;Kathy Reichs;eng;Intermediate;3,86;154.100;Mystery;1.062,87 Ä;637.722,00 Ä;Hachette;Ja
2007;The Alchemyst: The Secrets of The Immortal Nicholas Flamel;Michael Scott;eng;Intermediate;3,84;58.396;Young Adult / Fantasy;1.693,88 Ä;1.016.328,00 Ä;Penguin;Nein
2011;The Marriage Plot;Jeffrey Eugenides;eng;Novice;3,42;90.551;Literary Fiction / Contemporary;1.080,32 Ä;648.192,00 Ä;Random;Nein
1998;Hija de la fortuna;Isabel Allende, Margaret Sayers Peden;eng;Intermediate;3,89;89.770;Historical Fiction;630,89 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Luckiest Girl Alive;Jessica Knoll;eng;Novice;3,48;82.504;Thriller / Psychological Fiction;2.007,60 Ä;1.204,56 Ä;Simon and Schuster Digital Sales Inc;Ja
2004;Crank (Crank, #1);Ellen Hopkins;eng;Excellent;4,16;104.168;Young Adult / Contemporary;833,91 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;The Raven Boys;Maggie Stiefvater;eng;Excellent;4,05;121.727;Young Adult / Fantasy / Paranormal;206,91 Ä;124.146,00 Ä;Amazon Digital Services,  Inc,;Ja
1954;I Am Legend and Other Stories;Richard Matheson;eng;Intermediate;3,99;98.795;Science Fiction / Horror;621,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2008;Olive Kitteridge;Elizabeth Strout;eng;Intermediate;3,78;85.019;Literary Fiction / Contemporary;205,92 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2014;Not that Kind of Girl;Lena Dunham, Joana Avillez;eng;Novice;3,33;88.251;Memoir / Non-fiction;1.245,92 Ä;747.552,00 Ä;Random;Nein
2001;Good to Great: Why Some Companies Make the Leap,,, and Others Don't;James C, Collins;eng;Excellent;4,04;85.277;Business / Non-fiction;1.032,93 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;Fire;Kristin Cashore;en-US;Excellent;4,12;98.180;Young Adult / Fantasy;2.457,95 Ä;1.474,77 Ä;Penguin;Nein
1952;En attendant Godot;Samuel Beckett;eng;Intermediate;3,81;98.950;Drama ;1.621,97 Ä;973.182,00 Ä;Penguin;Ja
1906;White Fang;Jack London;eng;Intermediate;3,94;100.223;Classic / Adventure;1.703,17 Ä;1.021.902,00 Ä;Random;Ja
2003;Wolves of the Calla;Stephen King, Bernie Wrightson;eng;Excellent;4,17;98.182;Fantasy / Adventure;603,98 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;His Dark Materials;Philip Pullman;eng;Excellent;4,25;88.227;Young Adult / Fantasy;603,98 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;The Edge of Never;J,A, Redmerski;en-US;Excellent;4,26;117.508;Young Adult / Romance;600,99 Ä;360.594,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2013;Reconstructing Amelia;Kimberly McCreight;eng;Intermediate;3,82;86.965;Mystery / Thriller;198,99 Ä;119.394,00 Ä;Amazon Digital Services,  Inc,;Nein
2014;The One Plus One;Jojo Moyes;eng;Intermediate;3,94;87.412;Contemporary Romance / Womenís Fiction;399,99 Ä;239.994,00 Ä;Hachette;Nein
1998;The Hours;Michael Cunningham;en-US;Intermediate;3,91;97.462;Literary Fiction;500,00 Ä;300,00 Ä;Harper;Ja
2012;Wallbanger;Alice Clayton;eng;Excellent;4,1;134.805;Romance / Contemporary;1.898,00 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1997;Holidays on Ice;David Sedaris;eng;Intermediate;3,95;82.591;Satire;595,01 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;Desperation;Stephen King;eng;Intermediate;3,8;94.821;Horror;196,02 Ä;117.612,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;Passion;Lauren Kate;eng;Intermediate;3,89;119.735;Young Adult / Paranormal Romance;790,02 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Kill Order;James Dashner;eng;Intermediate;3,69;96.568;Young Adult / Dystopian / Science Fiction;1.059,86 Ä;635.916,00 Ä;Random;Nein
2011;Angelfall;Susan Ee;en-US;Excellent;4,19;73.886;Young Adult / Fantasy / Post-Apocalyptic;194,04 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;Empire Falls;Richard Russo;eng;Intermediate;3,91;90.811;Literary Fiction;586,04 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1993;The Fires of Heaven;Robert Jordan;en-US;Excellent;4,13;93.227;Fantasy / Epic;1.480,05 Ä;888,03 Ä;Random;Nein
2014;I'll Give You the Sun;Jandy Nelson;eng;Excellent;4,14;140.937;Young Adult / Contemporary;583,05 Ä;349,83 Ä;Simon and Schuster Digital Sales Inc;Nein
1999;Survivor;Chuck Palahniuk;en-US;Intermediate;3,93;49.551;Thriller / Dark Fiction;192,06 Ä;115.236,00 Ä;Harper;Nein
2007;Shopaholic and Baby;Sophie Kinsella;eng;Intermediate;3,77;98.130;Chick Lit / Romance;191,07 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;The Dark Tower;Stephen King;en-US;Excellent;4,27;93.296;Fantasy / Horror / Western;770,07 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2009;Twilight Director's Notebook;Catherine Hardwicke;en-US;Excellent;4,2;88.847;Non-fiction / Film / Behind-the-Scenes;1.726,08 Ä;1.035.648,00 Ä;Harper;Nein
2001;Shopaholic Abroad;Sophie Kinsella;en-US;Intermediate;3,75;93.498;Chick Lit / Romance;1.468,79 Ä;881.274,00 Ä;Penguin;Nein
1984;Surely You're Joking, Mr, Feynman! Adventures of a Curious Character;Richard Feynman;en-US;Excellent;4,29;91.625;Memoir / Science / Non-fiction;948,10 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2010;Linger;Maggie Stiefvater;en-US;Intermediate;3,91;125.363;Young Adult / Fantasy / Paranormal;376,11 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1921;The Complete Anne of Green Gables Boxed Set;L,M, Montgomery;en;Famous;4,42;92.142;Childrenís / Classic;1.510,11 Ä;906.066,00 Ä;Random;Ja
1916;A Portrait of the Artist as a Young Man;James Joyce, Seamus Deane;eng;Intermediate;3,6;92.569;Classic / Literary Fiction;565,11 Ä;339.066,00 Ä;Random;Nein
2009;The Gathering Storm;Robert Jordan, Brandon Sanderson;eng;Excellent;4,34;94.095;Fantasy / Epic;750,12 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1871;Middlemarch;George Eliot, Michel Faber;eng;Intermediate;3,93;95.995;Classic / Literary Fiction;186,12 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Point of Retreat;Colleen Hoover;eng;Excellent;4,3;109.344;Young Adult / Romance / Contemporary;185,13 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1997;The Partner;John Grisham;en;Intermediate;3,89;86.870;Thriller / Legal Fiction;746,13 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1973;The Hobbit and The Lord of the Rings;J,R,R, Tolkien;eng;Famous;4,59;90.907;Fantasy / Adventure;184,14 Ä;110.484,00 Ä;Amazon Digital Services,  Inc,;Ja
2009;Thoughtless;S,C, Stephens;eng;Excellent;4,12;90.483;Young Adult / Romance;1.114,14 Ä;668.484,00 Ä;Penguin;Nein
1986;Presumed Innocent;Scott Turow;en;Excellent;4,1;91.774;Thriller / Legal Fiction;553,15 Ä;331,89 Ä;Amazon Digital Services,  Inc,;Ja
1989;The Dark Half;Stephen King;eng;Intermediate;3,74;94.624;Horror / Thriller;550,16 Ä;330.096,00 Ä;Macmillan;Ja
2006;Cleopatra: A Life;Stacy Schiff;eng;Intermediate;3,62;73.994;Biography / History;181,17 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;The World Is Flat: A Brief History of the Twenty-first Century;Thomas L, Friedman;en-US;Intermediate;3,66;78.271;Non-fiction / Economics;544,18 Ä;326.508,00 Ä;Hachette;Nein
2013;Steelheart;Brandon Sanderson;eng;Excellent;4,16;76.261;Young Adult / Fantasy / Dystopian;1.243,06 Ä;745.836,00 Ä;Penguin;Nein
1995;Rainbow Fish and the big Blue Whale;Marcus Pfister, J, Alison James;en-US;Excellent;4,15;95.421;Children;903,19 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1864;Voyage au centre de la Terre;Jules Verne;eng;Intermediate;3,84;89.410;Adventure / Science Fiction;1.726,20 Ä;1.035,72 Ä;Macmillan;Ja
2009;The Happiness Project;Gretchen Rubin;eng;Intermediate;3,57;94.456;Nonfiction;177,21 Ä;106.326,00 Ä;Amazon Digital Services,  Inc,;Nein
1962;The Man in the High Castle;Philip K, Dick;eng;Intermediate;3,66;84.180;Alternate History / Science Fiction;2.280,46 Ä;1.368.276,00 Ä;Hachette;Ja
1974;Helter Skelter: The True Story of The Manson Murders;Vincent Bugliosi, Curt Gentry;en-GB;Intermediate;4;92.158;True Crime / Non-fiction;176,22 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1320;Inferno;Dante Alighieri, Anthony M, Esolen;en;Intermediate;3,99;87.511;classic;354,22 Ä;212.532,00 Ä;Hachette;Nein
2012;Shadow of Night;Deborah Harkness;eng;Excellent;4,04;97.925;Historischer Fantasy-Roman;1.242,44 Ä;745.464,00 Ä;Amazon Digital Services,  Inc,;Nein
2014;Leaving Time;Jodi Picoult;eng;Intermediate;3,94;76.553;Romance;175,23 Ä;105.138,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;Moon Called;Patricia Briggs;eng;Excellent;4,18;129.150;Urban Fantasy;350,24 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2006;Blue Bloods;Melissa de la Cruz;en-US;Intermediate;3,68;116.687;Young Adult;702,24 Ä;421.344,00 Ä;Amazon Digital Services,  Inc,;Nein
1994;The Alienist;Caleb Carr;eng;Excellent;4,05;96.981;Triller;1.230,24 Ä;738.144,00 Ä;Harper;Ja
2015;Between the World and Me;Ta-Nehisi Coates;eng;Famous;4,4;74.218; Nonfiction;523,25 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1667;Paradise Lost;John Milton, John      Leonard;eng;Intermediate;3,8;96.316;Klassische Literatur / Epik;868,26 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;The Big Short: Inside the Doomsday Machine;Michael   Lewis;en-US;Excellent;4,26;37.090; Nonfiction;1.216,26 Ä;729.756,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1999;The Girl Who Loved Tom Gordon;Stephen King;en;Intermediate;3,56;95.768;Psychologischer Thriller / Horror;1.346,76 Ä;808.056,00 Ä;Amazon Digital Services,  Inc,;Nein
2011; A Monster Calls ;Patrick Ness, Jim Kay, Siobhan Dowd;eng;Excellent;4,36;104.579;Young Adult;1.842,45 Ä;1.105,47 Ä;Random;Ja
2010;Towers of Midnight;Robert Jordan, Brandon Sanderson;en-US;Famous;4,42;91.383;High Fantasy;344,27 Ä;206.562,00 Ä;Amazon Digital Services,  Inc,;Nein
1971;The Day of the Jackal;Frederick Forsyth;eng;Excellent;4,25;85.883;Spionagethriller;171,27 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2010;Rework;Jason Fried, David Heinemeier Hansson;eng;Intermediate;3,93;88.626; Nonfiction;517,27 Ä;310.362,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2011;Attachments;Rainbow Rowell;eng;Intermediate;3,95;105.414;Contemporary Romance;170,28 Ä;102.168,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;The Twilight Saga;Stephenie Meyer, Ilyana Kadushin, Matt Walters;en;Intermediate;3,88;89.204;Young Adult;1.632,28 Ä;979.368,00 Ä;Penguin;Ja
2012;Tell the Wolves I'm Home;Carol Rifka Brunt;eng;Excellent;4,04;85.582;Historischer Roman;340,29 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1972;All Creatures Great And Small;James Herriot;eng;Excellent;4,31;64.779;Nonfiction;1.024,29 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;The Unbecoming of Mara Dyer;Michelle Hodkin;eng;Excellent;4,09;83.847; Nonfiction;1.879,29 Ä;1.127.574,00 Ä;Macmillan;Nein
1997;Three to Get Deadly;Janet Evanovich;en-US;Excellent;4,14;113.400;Romantic Comedy / Contemporary Fiction  ;1.109,79 Ä;665.874,00 Ä;Hachette;Nein
1905;The Scarlet Pimpernel;Emmuska Orczy;eng;Excellent;4,06;93.217;Jugendfantasy / Paranormal Romance  ;648,09 Ä;388.854,00 Ä;Hachette;Ja
1971;The Monster at the End of This Book;Jon Stone, Michael J, Smollin;eng;Famous;4,45;102.184;Drama / Coming-of-Age  ;340,29 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1972;Tales of a Fourth Grade Nothing;Judy Blume;eng;Excellent;4,09;106.435;Biografie / Tiermedizin  ;508,30 Ä;304,98 Ä;Penguin;Nein
2012;Shadow and Bone;Leigh Bardugo;eng;Excellent;4,05;135.225;Young Adult;678,30 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2009;Het diner;Herman Koch, Sam Garrett;eng;Novice;3,22;74.979;Krimi / Humor  ;848,30 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2013;Champion;Marie Lu;eng;Excellent;4,37;114.623;Historischer Roman / Abenteuer  ;1.688,31 Ä;1.012.986,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1985;Contact;Carl Sagan;eng;Excellent;4,11;90.917;Children;1.350,31 Ä;810.186,00 Ä;Random;Ja
2011;Lola and the Boy Next Door;Stephanie Perkins;en-US;Intermediate;4;108.370;Children;674,31 Ä;404.586,00 Ä;Amazon Digital Services,  Inc,;Nein
1999;White Teeth;Zadie Smith;en-US;Intermediate;3,75;82.474;Young Adult;167,31 Ä;100.386,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;American Sniper: The Autobiography of the Most Lethal Sniper in U,S, Military History;Chris Kyle, Scott McEwen, Jim DeFelice;eng;Intermediate;3,97;61.422;Literarischer Roman / Gesellschaft  ;2.153,06 Ä;1.291.836,00 Ä;Macmillan;Ja
2004;My Horizontal Life: A Collection of One-Night Stands;Chelsea Handler;en-GB;Intermediate;3,79;83.607;Jugendfantasy / Dystopie  ;1.294,54 Ä;776.724,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2011;The Power of Six;Pittacus Lore;eng;Excellent;4,17;97.938;Nonfiction;1.843,79 Ä;1.106.274,00 Ä;Macmillan;Nein
2013;The Interestings;Meg Wolitzer;eng;Intermediate;3,54;76.566;Young Adult / Romance  ;1.342,32 Ä;805.392,00 Ä;Harper;Nein
1988;The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury;Bill Watterson;en-US;Famous;4,65;93.001;Literarischer Roman / Gesellschaft  ;166,32 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;People of the Book;Geraldine Brooks;eng;Intermediate;4;95.796;Memoir / Milit‰rbiografie  ;1.291,92 Ä;775.152,00 Ä;Penguin;Nein
2012;The Secret Keeper;Kate Morton;en;Excellent;4,13;89.460;Humor / Memoir  ;332,33 Ä;199.398,00 Ä;Harper;Nein
1984;So Long, and Thanks for All the Fish;Douglas Adams;eng;Excellent;4,08;93.774;Literarischer Roman / Drama  ;1.985,63 Ä;1.191.378,00 Ä;Harper;Ja
1927;Der Steppenwolf;Hermann Hesse, Basil Creighton;eng;Excellent;4,11;205.807;Fiction classics;833,33 Ä;499.998,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;The Surgeon;Tess Gerritsen;en-GB;Excellent;4,1;89.468;Klassiker / Philosophischer Roman;1.835,33 Ä;1.101.198,00 Ä;Random;Ja
2012;The Girl You Left Behind;Jojo Moyes;eng;Intermediate;3,95;80.991;Thriller / Medizin;1.152,04 Ä;691.224,00 Ä;Random;Nein
1996;Royal Assassin;Robin Hobb;eng;Excellent;4,21;82.608;High Fantasy;164,34 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1953;Childhood's End;Arthur C, Clarke;en-US;Excellent;4,09;87.141;Science Fiction;1.226,74 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2004; The Tale of Despereaux;Kate DiCamillo, Timothy Basil Ering;en-US;Intermediate;4;113.066;Children;1.153,35 Ä;692,01 Ä;Penguin;Ja
2007;Animal, Vegetable, Miracle: A Year of Food Life;Barbara Kingsolver, Steven L, Hopp, Camille Kingsolver, Richard A, Houser;en-US;Excellent;4,03;83.881;Nonfiction;823,35 Ä;494,01 Ä;Amazon Digital Services,  Inc,;Nein
2014;Heir of Fire;Sarah J, Maas;eng;Famous;4,53;123.843;Jugendfantasy / Fantasy;163,35 Ä;98,01 Ä;Hachette;Nein
1994;The Eye of the World;Robert Jordan;eng;Excellent;4,1;91.046;Fantasy;823,35 Ä;494,01 Ä;Hachette;ja
2009;The Sweetness at the Bottom of the Pie;Alan Bradley;eng;Intermediate;3,81;99.841;Cozy Mystery  ;1.757,25 Ä;1.054,35 Ä;Penguin;Nein
2003;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;Donald Miller;en-US;Intermediate;3,92;82.090;Nonfiction;162,36 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;A Breath of Snow and Ashes;Diana Gabaldon;eng;Famous;4,43;87.098;Historischer Roman / Zeitreise  ;1.746,60 Ä;1.047,96 Ä;Penguin;Nein
2014;The Blood of Olympus;Rick Riordan;eng;Famous;4,41;110.719;Fantasy;162,36 Ä;97.416,00 Ä;Amazon Digital Services,  Inc,;Nein
